FECHA,PLANTACION,SALDO,SALDO > 3,>3 DIAS,DIA 1,DIA 2,DIA 3,DIA 4,DIA 5,DIA 6,DIA 7
2023-05-01,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-05-02,Palmawasi,227.0,21.0,22,158,48,20,4,-,-,-
2023-05-03,Palmawasi,220.0,35.0,36,156,30,24,10,-,-,-
2023-05-04,Palmawasi,239.0,36.0,36,170,34,16,10,10,-,-
2023-05-05,Palmawasi,289.0,21.0,22,238,30,4,6,10,-,-
2023-05-06,Palmawasi,298.0,24.0,24,212,64,22,4,-,-,-
2023-05-07,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-05-08,Palmawasi,417.0,13.0,14,340,64,14,-,-,-,-
2023-05-09,Palmawasi,380.0,29.0,30,310,42,30,-,-,-,-
2023-05-10,Palmawasi,386.0,4.0,4,324,60,0,4,-,-,-
2023-05-11,Palmawasi,403.0,16.0,16,324,64,12,4,-,-,-
2023-05-12,Palmawasi,427.0,25.0,26,338,66,18,8,-,-,-
2023-05-13,Palmawasi,353.0,14.0,14,262,78,14,-,-,-,-
2023-05-14,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-05-15,Palmawasi,418.0,0.0,-,364,56,-,-,-,-,-
2023-05-16,Palmawasi,446.0,23.0,24,334,90,24,-,-,-,-
2023-05-17,Palmawasi,422.0,58.0,58,274,90,36,24,-,-,-
2023-05-18,Palmawasi,371.0,37.0,38,254,82,10,20,7,-,-
2023-05-19,Palmawasi,368.0,25.0,26,254,90,20,6,-,-,-
2023-05-20,Palmawasi,321.0,20.0,20,246,56,20,0,-,-,-
2023-05-21,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-05-22,Palmawasi,285.0,16.0,16,198,72,2,16,0,-,-
2023-05-23,Palmawasi,309.0,33.0,34,236,42,20,0,12,-,-
2023-05-24,Palmawasi,282.0,31.0,32,214,38,16,16,0,0,-
2023-05-25,Palmawasi,379.0,22.0,22,324,34,12,10,0,0,0
2023-05-26,Palmawasi,414.0,27.0,28,316,72,14,4,10,-,-
2023-05-27,Palmawasi,315.0,38.0,38,216,62,28,10,1,-,-
2023-05-28,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-05-29,Palmawasi,433.0,27.0,28,352,54,6,18,5,-,-
2023-05-30,Palmawasi,353.0,28.0,28,288,38,10,6,9,6,-
2023-05-31,Palmawasi,217.0,25.0,26,154,38,14,6,3,6,-
2023-06-01,Palmawasi,344.0,34.0,34,296,14,20,10,6,-,-
2023-06-02,Palmawasi,274.0,8.0,8,234,32,4,6,-,-,-
2023-06-03,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-06-04,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-06-05,Palmawasi,253.0,12.0,12,210,32,12,-,-,-,-
2023-06-06,Palmawasi,291.0,17.0,18,234,42,12,6,-,-,-
2023-06-07,Palmawasi,381.0,2.0,2,326,54,2,-,-,-,-
2023-06-08,Palmawasi,372.0,17.0,18,316,40,16,2,-,-,-
2023-06-09,Palmawasi,265.0,4.0,4,218,44,4,2,-,-,-
2023-06-10,Palmawasi,327.0,12.0,12,278,38,10,4,-,-,-
2023-06-11,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-06-12,Palmawasi,479.0,24.0,24,352,104,12,10,3,-,-
2023-06-13,Palmawasi,460.0,0.0,-,380,80,-,-,-,-,-
2023-06-14,Palmawasi,372.0,15.0,16,234,124,16,-,-,-,-
2023-06-15,Palmawasi,397.0,24.0,24,316,58,18,8,-,-,-
2023-06-16,Palmawasi,432.0,32.0,32,286,114,10,18,7,-,-
2023-06-17,Palmawasi,391.0,31.0,32,298,64,22,6,3,-,-
2023-06-18,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-06-19,Palmawasi,551.0,22.0,22,436,94,8,10,3,2,-
2023-06-20,Palmawasi,564.0,49.0,50,412,104,38,8,1,2,-
2023-06-21,Palmawasi,461.0,39.0,40,334,90,30,6,1,2,-
2023-06-22,Palmawasi,601.0,34.0,34,460,108,28,6,-,-,-
2023-06-23,Palmawasi,567.0,44.0,44,364,160,44,-,-,-,-
2023-06-24,Palmawasi,540.0,50.0,50,360,132,50,-,-,-,-
2023-06-25,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-06-26,Palmawasi,506.0,46.0,46,384,76,42,4,-,-,-
2023-06-27,Palmawasi,592.0,29.0,30,452,110,20,12,-,-,-
2023-06-28,Palmawasi,692.0,33.0,34,484,176,30,4,-,-,-
2023-06-29,Palmawasi,560.0,57.0,58,342,162,38,16,4,-,-
2023-06-30,Palmawasi,618.0,58.0,58,384,176,54,6,-,-,-
2023-07-01,Palmawasi,466.0,34.0,34,302,130,18,14,4,-,-
2023-07-02,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-03,Palmawasi,572.0,26.0,26,434,114,20,2,4,-,-
2023-07-04,Palmawasi,611.0,42.0,42,438,132,38,4,-,-,-
2023-07-05,Palmawasi,556.0,52.0,52,340,166,46,8,-,-,-
2023-07-06,Palmawasi,555.0,97.0,98,352,106,76,16,7,-,-
2023-07-07,Palmawasi,486.0,93.0,94,300,94,48,34,11,2,-
2023-07-08,Palmawasi,402.0,48.0,48,284,70,26,8,16,-,-
2023-07-09,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-10,Palmawasi,324.0,17.0,18,244,64,14,4,-,-,-
2023-07-11,Palmawasi,329.0,27.0,28,274,28,24,4,-,-,-
2023-07-12,Palmawasi,286.0,16.0,16,216,56,4,8,4,-,-
2023-07-13,Palmawasi,320.0,21.0,22,266,36,16,4,-,-,-
2023-07-14,Palmawasi,262.0,6.0,6,208,48,6,-,-,-,-
2023-07-15,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-16,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-17,Palmawasi,271.0,2.0,2,254,16,2,-,-,-,-
2023-07-18,Palmawasi,347.0,2.0,2,268,78,2,-,-,-,-
2023-07-19,Palmawasi,333.0,19.0,20,262,54,18,2,-,-,-
2023-07-20,Palmawasi,324.0,21.0,22,258,46,20,2,-,-,-
2023-07-21,Palmawasi,335.0,10.0,10,286,40,10,-,-,-,-
2023-07-22,Palmawasi,265.0,7.0,8,218,42,8,-,-,-,-
2023-07-23,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-24,Palmawasi,370.0,24.0,24,314,34,18,8,-,-,-
2023-07-25,Palmawasi,310.0,0.0,-,274,38,-,-,-,-,-
2023-07-26,Palmawasi,331.0,9.0,10,258,66,10,-,-,-,-
2023-07-27,Palmawasi,246.0,5.0,6,232,10,6,-,-,-,-
2023-07-28,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-29,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-30,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-07-31,Palmawasi,331.0,3.0,4,290,40,4,-,-,-,-
2023-08-01,Palmawasi,436.0,0.0,-,374,64,-,-,-,-,-
2023-08-02,Palmawasi,354.0,1.0,2,300,54,2,-,-,-,-
2023-08-03,Palmawasi,396.0,4.0,4,332,62,4,-,-,-,-
2023-08-04,Palmawasi,460.0,0.0,0,400,62,0,-,-,-,-
2023-08-05,Palmawasi,310.0,2.0,2,288,22,2,-,-,-,-
2023-08-06,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-08-07,Palmawasi,452.0,1.0,2,350,102,0,0,-,-,-
2023-08-08,Palmawasi,466.0,22.0,22,320,126,22,-,-,-,-
2023-08-09,Palmawasi,557.0,67.0,68,422,70,66,2,-,-,-
2023-08-10,Palmawasi,524.0,89.0,90,356,80,24,64,1,-,-
2023-08-11,Palmawasi,618.0,96.0,96,442,80,20,12,64,2,-
2023-08-12,Palmawasi,439.0,21.0,22,354,64,18,4,-,-,-
2023-08-13,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-08-14,Palmawasi,444.0,12.0,12,378,56,12,-,-,-,-
2023-08-15,Palmawasi,437.0,6.0,6,402,30,6,-,-,-,-
2023-08-16,Palmawasi,551.0,13.0,14,470,70,14,-,-,-,-
2023-08-17,Palmawasi,585.0,19.0,20,450,118,16,4,-,-,-
2023-08-18,Palmawasi,588.0,41.0,42,466,82,30,12,-,-,-
2023-08-19,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-08-20,Palmawasi,230.0,40.0,40,20,172,26,12,3,-,-
2023-08-21,Palmawasi,396.0,74.0,74,310,12,68,6,2,-,-
2023-08-22,Palmawasi,571.0,13.0,14,486,74,14,-,-,-,-
2023-08-23,Palmawasi,786.0,33.0,34,652,102,34,-,-,-,-
2023-08-24,Palmawasi,872.0,47.0,48,664,162,48,-,-,-,-
2023-08-25,Palmawasi,876.0,51.0,52,656,172,50,2,-,-,-
2023-08-26,Palmawasi,981.0,35.0,36,648,298,26,10,-,-,-
2023-08-27,Palmawasi,472.0,121.0,122,16,336,118,6,-,-,-
2023-08-28,Palmawasi,580.0,167.0,168,408,8,150,18,-,-,-
2023-08-29,Palmawasi,767.0,108.0,108,578,82,8,96,6,-,-
2023-08-30,Palmawasi,845.0,99.0,100,540,208,18,84,-,-,-
2023-08-31,Palmawasi,955.0,175.0,176,596,186,122,18,37,-,-
2023-09-01,Palmawasi,192.0,33.0,34,112,48,14,10,8,4,-
2023-09-02,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-09-03,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-09-04,Palmawasi,367.0,2.0,2,348,18,2,-,-,-,-
2023-09-05,Palmawasi,450.0,1.0,2,394,56,2,-,-,-,-
2023-09-06,Palmawasi,597.0,7.0,8,548,44,8,-,-,-,-
2023-09-07,Palmawasi,741.0,12.0,12,658,72,12,-,-,-,-
2023-09-08,Palmawasi,684.0,29.0,30,536,120,26,2,-,-,-
2023-09-09,Palmawasi,258.0,6.0,6,212,40,6,-,-,-,-
2023-09-10,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-09-11,Palmawasi,447.0,0.0,-,426,22,-,-,-,-,-
2023-09-12,Palmawasi,455.0,0.0,-,404,52,-,-,-,-,-
2023-09-13,Palmawasi,452.0,0.0,-,406,46,-,-,-,-,-
2023-09-14,Palmawasi,381.0,1.0,2,334,48,2,-,-,-,-
2023-09-15,Palmawasi,530.0,20.0,20,474,36,20,-,-,-,-
2023-09-16,Palmawasi,386.0,6.0,6,262,120,6,-,-,-,-
2023-09-17,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-09-18,Palmawasi,582.0,24.0,24,508,52,24,-,-,-,-
2023-09-19,Palmawasi,687.0,15.0,16,550,124,12,6,-,-,-
2023-09-20,Palmawasi,882.0,80.0,80,664,138,74,6,-,-,-
2023-09-21,Palmawasi,1032.0,72.0,72,716,246,60,12,-,-,-
2023-09-22,Palmawasi,1159.0,84.0,84,818,258,80,4,-,-,-
2023-09-23,Palmawasi,395.0,36.0,36,278,82,28,10,-,-,-
2023-09-24,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-09-25,Palmawasi,613.0,17.0,18,548,50,12,6,-,-,-
2023-09-26,Palmawasi,539.0,14.0,14,448,78,14,-,-,-,-
2023-09-27,Palmawasi,638.0,25.0,26,512,102,26,-,-,-,-
2023-09-28,Palmawasi,841.0,54.0,54,660,128,44,12,-,-,-
2023-09-29,Palmawasi,201.0,17.0,18,168,16,14,4,-,-,-
2023-09-30,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-01,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-02,Palmawasi,325.0,0.0,-,316,8,-,-,-,-,-
2023-10-03,Palmawasi,260.0,2.0,2,246,12,2,-,-,-,-
2023-10-04,Palmawasi,392.0,2.0,2,358,34,2,-,-,-,-
2023-10-05,Palmawasi,584.0,10.0,10,494,82,10,-,-,-,-
2023-10-06,Palmawasi,716.0,1.0,2,550,166,2,-,-,-,-
2023-10-07,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-08,Palmawasi,321.0,38.0,38,26,258,30,10,-,-,-
2023-10-09,Palmawasi,487.0,13.0,14,450,26,4,10,-,-,-
2023-10-10,Palmawasi,713.0,14.0,14,600,100,14,-,-,-,-
2023-10-11,Palmawasi,741.0,17.0,18,620,106,18,-,-,-,-
2023-10-12,Palmawasi,1075.0,69.0,70,836,170,60,10,-,-,-
2023-10-13,Palmawasi,1116.0,72.0,72,828,218,72,2,-,-,-
2023-10-14,Palmawasi,605.0,113.0,114,362,132,82,32,-,-,-
2023-10-15,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-16,Palmawasi,1058.0,50.0,50,942,66,34,10,6,-,-
2023-10-17,Palmawasi,1107.0,40.0,40,686,382,36,6,-,-,-
2023-10-18,Palmawasi,1339.0,152.0,152,832,358,138,14,-,-,-
2023-10-19,Palmawasi,1466.0,229.0,230,828,410,188,42,-,-,-
2023-10-20,Palmawasi,1699.0,193.0,194,1004,502,142,38,14,-,-
2023-10-21,Palmawasi,747.0,84.0,84,318,346,84,-,-,-,-
2023-10-22,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-23,Palmawasi,955.0,115.0,116,702,140,108,8,-,-,-
2023-10-24,Palmawasi,1066.0,46.0,46,784,236,32,16,-,-,-
2023-10-25,Palmawasi,952.0,92.0,92,650,212,84,6,4,-,-
2023-10-26,Palmawasi,968.0,59.0,60,670,238,58,2,-,-,-
2023-10-27,Palmawasi,1036.0,45.0,46,730,264,46,-,-,-,-
2023-10-28,Palmawasi,216.0,11.0,12,160,46,12,-,-,-,-
2023-10-29,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-10-30,Palmawasi,439.0,11.0,12,390,40,2,10,-,-,-
2023-10-31,Palmawasi,407.0,8.0,8,348,52,6,2,2,-,-
2023-11-01,Palmawasi,562.0,21.0,22,484,58,22,-,-,-,-
2023-11-02,Palmawasi,652.0,38.0,38,488,126,18,20,-,-,-
2023-11-03,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-11-04,Palmawasi,563.0,238.0,238,16,310,206,34,-,-,-
2023-11-05,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-11-06,Palmawasi,565.0,9.0,10,508,48,10,-,-,-,-
2023-11-07,Palmawasi,596.0,3.0,4,470,124,4,-,-,-,-
2023-11-08,Palmawasi,567.0,10.0,10,446,112,10,-,-,-,-
2023-11-09,Palmawasi,502.0,4.0,4,436,62,4,-,-,-,-
2023-11-10,Palmawasi,440.0,1.0,2,400,40,2,-,-,-,-
2023-11-11,Palmawasi,270.0,16.0,16,236,18,16,-,-,-,-
2023-11-12,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-11-13,Palmawasi,399.0,1.0,2,374,24,2,-,-,-,-
2023-11-14,Palmawasi,430.0,1.0,2,336,94,2,-,-,-,-
2023-11-15,Palmawasi,450.0,6.0,6,410,36,6,-,-,-,-
2023-11-16,Palmawasi,614.0,2.0,2,558,56,2,-,-,-,-
2023-11-17,Palmawasi,591.0,10.0,10,478,104,10,-,-,-,-
2023-11-18,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-11-19,Palmawasi,154.0,17.0,18,20,118,18,-,-,-,-
2023-11-20,Palmawasi,370.0,5.0,6,346,20,6,-,-,-,-
2023-11-21,Palmawasi,456.0,5.0,6,410,40,2,4,-,-,-
2023-11-22,Palmawasi,589.0,11.0,12,516,64,12,-,-,-,-
2023-11-23,Palmawasi,435.0,0.0,-,356,80,-,-,-,-,-
2023-11-24,Palmawasi,625.0,7.0,8,560,60,8,-,-,-,-
2023-11-25,Palmawasi,399.0,0.0,-,304,96,-,-,-,-,-
2023-11-26,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-11-27,Palmawasi,602.0,5.0,6,570,28,6,-,-,-,-
2023-11-28,Palmawasi,542.0,1.0,2,462,80,2,-,-,-,-
2023-11-29,Palmawasi,651.0,28.0,28,570,54,28,-,-,-,-
2023-11-30,Palmawasi,711.0,12.0,12,602,100,12,-,-,-,-
2023-12-01,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-02,Palmawasi,410.0,98.0,98,56,256,60,38,1,-,-
2023-12-03,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-04,Palmawasi,460.0,15.0,16,414,30,10,6,-,-,-
2023-12-05,Palmawasi,483.0,0.0,-,426,58,-,-,-,-,-
2023-12-06,Palmawasi,478.0,7.0,8,408,64,8,-,-,-,-
2023-12-07,Palmawasi,498.0,2.0,2,442,56,2,2,-,-,-
2023-12-08,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-09,Palmawasi,123.0,28.0,28,28,68,28,-,-,-,-
2023-12-10,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-11,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-12,Palmawasi,453.0,9.0,10,414,32,10,-,-,-,-
2023-12-13,Palmawasi,418.0,18.0,18,352,50,8,10,-,-,-
2023-12-14,Palmawasi,464.0,1.0,2,400,64,2,-,-,-,-
2023-12-15,Palmawasi,524.0,26.0,26,376,122,26,-,-,-,-
2023-12-16,Palmawasi,269.0,3.0,4,222,46,0,2,-,-,-
2023-12-17,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-18,Palmawasi,431.0,8.0,8,394,30,8,0,-,-,-
2023-12-19,Palmawasi,438.0,37.0,38,362,40,30,8,0,-,-
2023-12-20,Palmawasi,289.0,16.0,16,246,28,2,8,8,-,-
2023-12-21,Palmawasi,312.0,8.0,8,260,44,2,8,-,-,-
2023-12-22,Palmawasi,418.0,22.0,22,336,60,22,2,-,-,-
2023-12-23,Palmawasi,175.0,0.0,-,166,10,-,-,-,-,-
2023-12-24,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-25,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2023-12-26,Palmawasi,356.0,0.0,-,332,26,-,-,-,-,-
2023-12-27,Palmawasi,321.0,16.0,16,250,56,16,-,-,-,-
2023-12-28,Palmawasi,398.0,27.0,28,364,8,22,6,-,-,-
2023-12-29,Palmawasi,383.0,12.0,12,344,28,2,10,-,-,-
2023-12-30,Palmawasi,207.0,0.0,-,192,16,-,-,-,-,-
2023-12-31,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-01,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-02,Palmawasi,302.39,31.88,32,270,0,0,30,2,-,-
2024-01-03,Palmawasi,378.03,0.0,0,364,14,-,-,-,-,-
2024-01-04,Palmawasi,365.91,10.07,10,324,32,10,-,-,-,-
2024-01-05,Palmawasi,523.99,25.12,26,462,38,16,10,-,-,-
2024-01-06,Palmawasi,408.87,39.21,40,290,80,14,16,10,-,-
2024-01-07,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-08,Palmawasi,616.54,120.34,120,496,0,76,18,1,16,10
2024-01-09,Palmawasi,709.18,22.75,22,594,92,0,18,4,0,2
2024-01-10,Palmawasi,706.2,62.11,62,558,86,46,0,15,0,2
2024-01-11,Palmawasi,642.36,28.58,28,544,70,8,18,0,0,2
2024-01-12,Palmawasi,674.23,37.5,38,544,92,30,0,6,0,2
2024-01-13,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-14,Palmawasi,453.37,81.79,82,18,354,66,16,-,-,-
2024-01-15,Palmawasi,567.16,64.21,64,502,0,46,8,10,-,-
2024-01-16,Palmawasi,540.52,13.07,14,434,92,0,10,3,-,-
2024-01-17,Palmawasi,661.53,16.0,16,572,72,12,0,0,4,-
2024-01-18,Palmawasi,674.66,38.4,38,488,148,28,10,-,-,-
2024-01-19,Palmawasi,720.69,135.6,136,476,110,104,20,11,-,-
2024-01-20,Palmawasi,458.77,142.85,142,238,78,62,60,12,10,-
2024-01-21,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-22,Palmawasi,483.41,108.18,108,376,0,44,36,13,6,8
2024-01-23,Palmawasi,430.52,54.67,54,334,42,26,12,5,6,6
2024-01-24,Palmawasi,505.3,23.0,24,404,78,2,10,11,-,-
2024-01-25,Palmawasi,434.77,1.45,2,386,46,2,-,-,-,-
2024-01-26,Palmawasi,340.5,7.29,8,304,28,8,-,-,-,-
2024-01-27,Palmawasi,230.81,0.0,0,208,22,-,-,-,-,-
2024-01-28,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-01-29,Palmawasi,418.95,32.71,32,386,0,32,-,-,-,-
2024-01-30,Palmawasi,444.71,13.45,14,372,60,0,14,-,-,-
2024-01-31,Palmawasi,545.3,23.63,24,442,78,24,-,-,-,-
2024-02-01,Palmawasi,437.03,7.92,8,310,120,8,0,-,-,-
2024-02-02,Palmawasi,378.6,25.23,26,302,50,22,4,-,-,-
2024-02-03,Palmawasi,195.96,7.33,8,140,48,0,8,-,-,-
2024-02-04,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-02-05,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-02-06,Palmawasi,335.25,7.81,8,314,12,0,8,1,-,-
2024-02-07,Palmawasi,419.13,13.17,14,362,44,6,0,7,0,-
2024-02-08,Palmawasi,407.45,13.47,14,310,84,12,0,0,0,0
2024-02-09,Palmawasi,466.19,14.81,14,412,38,4,10,-,-,-
2024-02-10,Palmawasi,343.48,11.18,12,214,118,10,0,0,-,-
2024-02-11,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-02-12,Palmawasi,416.28,53.51,54,362,0,30,16,7,-,-
2024-02-13,Palmawasi,472.55,16.62,16,342,114,0,8,9,-,-
2024-02-14,Palmawasi,549.06,36.91,36,380,132,32,0,6,-,-
2024-02-15,Palmawasi,586.44,20.13,20,454,114,6,10,0,4,-
2024-02-16,Palmawasi,562.8,32.14,32,424,106,28,0,0,0,4
2024-02-17,Palmawasi,481.47,34.62,34,258,190,26,8,-,-,-
2024-02-18,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-02-19,Palmawasi,577.54,152.88,152,424,0,108,34,12,-,-
2024-02-20,Palmawasi,562.95,36.61,36,430,96,0,22,3,12,-
2024-02-21,Palmawasi,558.4,28.75,28,442,86,26,0,0,0,2
2024-02-22,Palmawasi,477.29,45.8,46,354,78,30,16,-,-,-
2024-02-23,Palmawasi,483.25,24.46,24,420,38,20,2,2,-,-
2024-02-24,Palmawasi,285.26,8.27,8,234,44,2,2,1,2,-
2024-02-25,Palmawasi,0.0,0.0,-,-,-,-,-,-,-,-
2024-02-26,Palmawasi,358.78,27.7,28,332,0,22,2,3,-,-
2024-02-27,Palmawasi,382.37,1.89,2,326,56,0,2,-,-,-
2024-02-28,Palmawasi,401.98,5.2,6,346,52,6,-,-,-,-
2024-02-29,Palmawasi,317.51,0.0,0,286,32,-,-,-,-,-
2024-03-01,Palmawasi,446.59,4.84,4,382,60,4,-,-,-,-
