FECHA,PLANTACION,SALDO,SALDO > 3,>3 DIAS,DIA 1,DIA 2,DIA 3,DIA 4,DIA 5,DIA 6,DIA 7
2022-08-13,Shanuzi,191.0,0.0,0,192,-,-,-,-,-,-
2022-08-14,Shanuzi,263.0,0.0,0,264,-,-,-,-,-,-
2022-08-15,Shanuzi,225.0,22.0,22,124,8,8,14,-,-,-
2022-08-16,Shanuzi,353.0,22.0,22,314,18,22,2,-,-,-
2022-08-17,Shanuzi,514.0,3.0,4,438,74,4,-,-,-,-
2022-08-18,Shanuzi,65.0,7.0,8,474,124,8,-,-,-,-
2022-08-19,Shanuzi,72.0,23.0,24,498,182,24,-,-,-,-
2022-08-20,Shanuzi,86.0,96.0,96,526,184,96,-,-,-,-
2022-08-21,Shanuzi,973.0,113.0,114,648,214,78,36,-,-,-
2022-08-22,Shanuzi,69.0,121.0,122,26,364,122,-,-,-,-
2022-08-23,Shanuzi,797.0,60.0,60,62,118,40,22,-,-,-
2022-08-24,Shanuzi,765.0,8.0,8,590,168,-,8,-,-,-
2022-08-25,Shanuzi,826.0,23.0,24,656,148,24,-,-,-,-
2022-08-26,Shanuzi,81.0,68.0,68,578,156,56,12,-,-,-
2022-08-27,Shanuzi,829.0,62.0,62,518,250,48,16,-,-,-
2022-08-28,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-08-29,Shanuzi,89.0,383.0,384,72,356,342,42,-,-,-
2022-08-30,Shanuzi,873.0,89.0,90,566,40,30,52,8,-,-
2022-08-31,Shanuzi,734.0,49.0,50,54,156,-,40,3,8,-
2022-09-01,Shanuzi,61.0,56.0,56,396,160,48,-,9,-,-
2022-09-02,Shanuzi,774.0,45.0,46,412,238,10,36,-,-,-
2022-09-03,Shanuzi,5.0,0.0,0,42,10,-,-,-,-,-
2022-09-04,Shanuzi,192.0,84.0,84,-,18,32,52,-,-,-
2022-09-05,Shanuzi,331.0,151.0,152,-,-,18,122,11,-,-
2022-09-06,Shanuzi,52.0,31.0,32,22,-,-,-,17,14,-
2022-09-07,Shanuzi,78.0,0.0,0,78,-,-,-,-,-,-
2022-09-08,Shanuzi,12.0,0.0,0,12,-,-,-,-,-,-
2022-09-09,Shanuzi,15.0,0.0,0,16,-,-,-,-,-,-
2022-09-10,Shanuzi,136.0,0.0,0,114,24,-,-,-,-,-
2022-09-11,Shanuzi,242.0,42.0,42,126,76,42,-,-,-,-
2022-09-12,Shanuzi,95.0,15.0,16,76,6,16,-,-,-,-
2022-09-13,Shanuzi,152.0,0.0,0,152,-,-,-,-,-,-
2022-09-14,Shanuzi,273.0,0.0,0,274,-,-,-,-,-,-
2022-09-15,Shanuzi,27.0,0.0,0,246,26,-,-,-,-,-
2022-09-16,Shanuzi,253.0,12.0,12,224,18,12,-,-,-,-
2022-09-17,Shanuzi,241.0,0.0,0,222,20,-,-,-,-,-
2022-09-18,Shanuzi,437.0,12.0,12,244,182,12,-,-,-,-
2022-09-19,Shanuzi,289.0,16.0,16,162,112,16,-,-,-,-
2022-09-20,Shanuzi,493.0,3.0,4,4,10,4,-,-,-,-
2022-09-21,Shanuzi,494.0,7.0,8,396,92,8,-,-,-,-
2022-09-22,Shanuzi,443.0,37.0,38,280,128,34,-,4,-,-
2022-09-23,Shanuzi,477.0,2.0,2,42,56,2,-,-,-,-
2022-09-24,Shanuzi,437.0,0.0,0,392,46,-,-,-,-,-
2022-09-25,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-09-26,Shanuzi,245.0,20.0,20,82,144,20,2,-,-,-
2022-09-27,Shanuzi,296.0,17.0,18,280,-,18,-,-,-,-
2022-09-28,Shanuzi,252.0,0.0,0,196,58,-,-,-,-,-
2022-09-29,Shanuzi,285.0,0.0,0,274,12,-,-,-,-,-
2022-09-30,Shanuzi,246.0,0.0,0,238,8,-,-,-,-,-
2022-10-01,Shanuzi,43.0,0.0,0,44,-,-,-,-,-,-
2022-10-02,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-10-03,Shanuzi,11.0,11.0,12,34,58,12,-,-,-,-
2022-10-04,Shanuzi,141.0,0.0,0,142,-,-,-,-,-,-
2022-10-05,Shanuzi,273.0,0.0,0,274,-,-,-,-,-,-
2022-10-06,Shanuzi,381.0,0.0,0,336,46,-,-,-,-,-
2022-10-07,Shanuzi,547.0,0.0,0,514,34,-,-,-,-,-
2022-10-08,Shanuzi,35.0,0.0,0,36,-,-,-,-,-,-
2022-10-09,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-10-10,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-10-11,Shanuzi,28.0,0.0,0,28,-,-,-,-,-,-
2022-10-12,Shanuzi,16.0,0.0,0,16,-,-,-,-,-,-
2022-10-13,Shanuzi,15.0,0.0,0,16,-,-,-,-,-,-
2022-10-14,Shanuzi,221.0,0.0,0,196,26,-,-,-,-,-
2022-10-15,Shanuzi,273.0,0.0,0,24,70,-,-,-,-,-
2022-10-16,Shanuzi,26.0,0.0,0,26,-,-,-,-,-,-
2022-10-17,Shanuzi,29.0,64.0,64,48,98,64,-,-,-,-
2022-10-18,Shanuzi,179.0,0.0,0,176,4,-,-,-,-,-
2022-10-19,Shanuzi,256.0,0.0,0,256,-,-,-,-,-,-
2022-10-20,Shanuzi,335.0,0.0,0,32,34,-,-,-,-,-
2022-10-21,Shanuzi,56.0,0.0,0,444,116,-,-,-,-,-
2022-10-22,Shanuzi,149.0,0.0,0,928,122,-,-,-,-,-
2022-10-23,Shanuzi,1544.0,0.0,0,1544,-,-,-,-,-,-
2022-10-24,Shanuzi,161.0,422.0,422,-,54,412,12,-,-,-
2022-10-25,Shanuzi,1446.0,407.0,408,680,-,44,320,45,-,-
2022-10-26,Shanuzi,1268.0,297.0,298,342,54,-,250,14,34,-
2022-10-27,Shanuzi,72.0,313.0,314,232,68,276,-,13,22,4
2022-10-28,Shanuzi,75.0,71.0,72,512,16,2,70,-,-,-
2022-10-29,Shanuzi,711.0,0.0,0,712,-,-,-,-,-,-
2022-10-30,Shanuzi,625.0,0.0,0,626,-,-,-,-,-,-
2022-10-31,Shanuzi,472.0,57.0,58,2,216,24,34,-,-,-
2022-11-01,Shanuzi,589.0,17.0,18,566,6,18,-,-,-,-
2022-11-02,Shanuzi,114.0,23.0,24,758,234,6,18,-,-,-
2022-11-03,Shanuzi,1295.0,41.0,42,156,198,42,-,-,-,-
2022-11-04,Shanuzi,1413.0,164.0,164,636,614,124,42,-,-,-
2022-11-05,Shanuzi,121.0,239.0,240,530,442,186,54,-,-,-
2022-11-06,Shanuzi,687.0,597.0,598,-,-,296,288,13,-,-
2022-11-07,Shanuzi,629.0,629.0,630,-,-,290,246,89,6,-
2022-11-08,Shanuzi,299.0,237.0,238,62,-,-,126,74,38,-
2022-11-09,Shanuzi,295.0,26.0,26,22,68,-,-,-,12,14
2022-11-10,Shanuzi,441.0,0.0,0,396,46,-,-,-,-,-
2022-11-11,Shanuzi,472.0,0.0,0,430,44,-,-,-,-,-
2022-11-12,Shanuzi,498.0,9.0,10,452,38,10,-,-,-,-
2022-11-13,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2022-11-14,Shanuzi,742.0,127.0,128,126,490,128,-,-,-,-
2022-11-15,Shanuzi,69.0,43.0,44,418,60,12,32,-,-,-
2022-11-16,Shanuzi,484.0,14.0,14,322,150,14,-,-,-,-
2022-11-17,Shanuzi,436.0,0.0,0,326,12,-,-,-,-,-
2022-11-18,Shanuzi,394.0,0.0,0,284,12,-,-,-,-,-
2022-11-19,Shanuzi,525.0,0.0,0,388,138,-,-,-,-,-
2022-11-20,Shanuzi,559.0,0.0,0,42,158,-,-,-,-,-
2022-11-21,Shanuzi,52.0,168.0,168,122,24,162,6,-,-,-
2022-11-22,Shanuzi,524.0,140.0,140,324,62,134,6,-,-,-
2022-11-23,Shanuzi,449.0,11.0,12,344,96,-,12,-,-,-
2022-11-24,Shanuzi,556.0,0.0,0,516,42,-,-,-,-,-
2022-11-25,Shanuzi,68.0,0.0,0,582,100,-,-,-,-,-
2022-11-26,Shanuzi,126.0,0.0,0,778,250,-,-,-,-,-
2022-11-27,Shanuzi,1257.0,0.0,0,94,328,-,-,-,-,-
2022-11-28,Shanuzi,17.0,0.0,0,774,298,-,-,-,-,-
2022-11-29,Shanuzi,182.0,523.0,524,52,58,300,198,26,-,-
2022-11-30,Shanuzi,1171.0,175.0,176,538,414,48,116,5,8,-
2022-12-01,Shanuzi,116.0,68.0,68,664,42,68,2,-,-,-
2022-12-02,Shanuzi,1125.0,71.0,72,8,254,60,12,-,-,-
2022-12-03,Shanuzi,981.0,935.0,936,-,46,166,294,477,-,-
2022-12-04,Shanuzi,777.0,777.0,778,-,-,6,26,288,458,-
2022-12-05,Shanuzi,78.0,780.0,780,-,-,-,20,227,534,-
2022-12-06,Shanuzi,586.0,226.0,226,-,-,-,-,26,156,46
2022-12-07,Shanuzi,382.0,181.0,182,22,-,-,-,64,118,-
2022-12-08,Shanuzi,413.0,0.0,0,298,116,-,-,-,-,-
2022-12-09,Shanuzi,228.0,0.0,0,14,98,-,-,-,-,-
2022-12-10,Shanuzi,436.0,14.0,14,36,118,14,-,-,-,-
2022-12-11,Shanuzi,593.0,14.0,14,46,174,14,-,-,-,-
2022-12-12,Shanuzi,958.0,100.0,100,538,322,58,26,12,6,-
2022-12-13,Shanuzi,1236.0,48.0,48,744,436,38,2,9,-,-
2022-12-14,Shanuzi,1517.0,40.0,40,854,48,16,6,19,-,-
2022-12-15,Shanuzi,1614.0,109.0,110,784,678,86,6,19,-,-
2022-12-16,Shanuzi,1519.0,68.0,68,874,578,56,12,-,-,-
2022-12-17,Shanuzi,152.0,76.0,76,948,478,76,-,-,-,-
2022-12-18,Shanuzi,1468.0,88.0,88,82,56,88,-,-,-,-
2022-12-19,Shanuzi,596.0,183.0,184,-,414,156,28,-,-,-
2022-12-20,Shanuzi,61.0,140.0,140,276,194,118,24,-,-,-
2022-12-21,Shanuzi,135.0,48.0,48,862,126,48,-,-,-,-
2022-12-22,Shanuzi,1565.0,143.0,144,816,598,96,46,1,-,-
2022-12-23,Shanuzi,1711.0,121.0,122,918,674,86,36,-,-,-
2022-12-24,Shanuzi,21.0,266.0,266,934,82,266,-,-,-,-
2022-12-25,Shanuzi,2577.0,463.0,464,1236,880,246,218,-,-,-
2022-12-26,Shanuzi,2125.0,1385.0,1386,-,74,798,298,234,56,-
2022-12-27,Shanuzi,187.0,1025.0,1026,846,-,572,384,48,22,-
2022-12-28,Shanuzi,212.0,341.0,342,992,680,-,196,145,-,-
2022-12-29,Shanuzi,297.0,630.0,630,824,644,400,-,134,98,-
2022-12-30,Shanuzi,1546.0,85.0,86,482,422,42,22,-,16,8
2022-12-31,Shanuzi,658.0,388.0,388,78,194,174,188,26,-,-
2023-01-01,Shanuzi,47.0,21.0,22,32,76,22,-,-,-,-
2023-01-02,Shanuzi,47.0,97.0,98,-,32,76,22,-,-,-
2023-01-03,Shanuzi,218.0,130.0,130,88,-,-,18,55,28,32
2023-01-04,Shanuzi,161.0,1.0,2,152,-,-,-,-,2,-
2023-01-05,Shanuzi,167.0,0.0,0,168,-,-,-,-,-,-
2023-01-06,Shanuzi,216.0,0.0,0,200,18,-,-,-,-,-
2023-01-07,Shanuzi,384.0,0.0,0,328,56,-,-,-,-,-
2023-01-08,Shanuzi,446.0,38.0,38,368,42,38,-,-,-,-
2023-01-09,Shanuzi,286.0,16.0,16,-,172,12,6,-,-,-
2023-01-10,Shanuzi,327.0,13.0,14,314,-,14,-,-,-,-
2023-01-11,Shanuzi,393.0,0.0,0,40,4,-,-,-,-,-
2023-01-12,Shanuzi,344.0,0.0,0,298,48,-,-,-,-,-
2023-01-13,Shanuzi,34.0,7.0,8,268,4,8,-,-,-,-
2023-01-14,Shanuzi,367.0,16.0,16,22,16,16,-,-,-,-
2023-01-15,Shanuzi,25.0,44.0,44,86,76,44,-,-,-,-
2023-01-16,Shanuzi,17.0,0.0,0,76,32,-,-,-,-,-
2023-01-17,Shanuzi,4.0,0.0,0,32,8,-,-,-,-,-
2023-01-18,Shanuzi,63.0,0.0,0,64,-,-,-,-,-,-
2023-01-19,Shanuzi,184.0,0.0,0,182,2,-,-,-,-,-
2023-01-20,Shanuzi,424.0,0.0,0,358,66,-,-,-,-,-
2023-01-21,Shanuzi,257.0,29.0,30,2,128,30,-,-,-,-
2023-01-22,Shanuzi,256.0,65.0,66,146,46,66,-,-,-,-
2023-01-23,Shanuzi,276.0,17.0,18,14,156,8,10,-,-,-
2023-01-24,Shanuzi,379.0,16.0,16,318,46,8,-,9,-,-
2023-01-25,Shanuzi,385.0,6.0,6,340,4,6,-,-,-,-
2023-01-26,Shanuzi,444.0,6.0,6,398,42,2,4,-,-,-
2023-01-27,Shanuzi,56.0,4.0,4,512,46,-,-,4,-,-
2023-01-28,Shanuzi,829.0,15.0,16,712,12,16,-,-,-,-
2023-01-29,Shanuzi,667.0,91.0,92,122,456,86,6,-,-,-
2023-01-30,Shanuzi,468.0,245.0,246,28,196,212,34,-,-,-
2023-01-31,Shanuzi,315.0,75.0,76,24,-,16,42,17,-,-
2023-02-01,Shanuzi,25.0,0.0,0,230,22,-,-,-,-,-
2023-02-02,Shanuzi,145.0,0.0,0,144,2,-,-,-,-,-
2023-02-03,Shanuzi,27.0,0.0,0,200,8,-,-,-,-,-
2023-02-04,Shanuzi,125.0,0.0,0,126,-,-,-,-,-,-
2023-02-05,Shanuzi,49.0,6.0,6,36,8,6,-,-,-,-
2023-02-06,Shanuzi,49.0,6.0,6,36,8,6,-,-,-,-
2023-02-07,Shanuzi,2.0,2.0,2,-,-,-,2,-,-,-
2023-02-08,Shanuzi,1.0,0.0,0,2,-,-,-,-,-,-
2023-02-09,Shanuzi,176.0,0.0,0,174,4,-,-,-,-,-
2023-02-10,Shanuzi,141.0,0.0,0,14,12,-,-,-,-,-
2023-02-11,Shanuzi,135.0,0.0,0,2,36,-,-,-,-,-
2023-02-12,Shanuzi,191.0,0.0,0,124,68,-,-,-,-,-
2023-02-13,Shanuzi,79.0,1.0,2,-,70,2,-,-,-,-
2023-02-14,Shanuzi,131.0,0.0,0,132,-,-,-,-,-,-
2023-02-15,Shanuzi,222.0,0.0,0,218,4,-,-,-,-,-
2023-02-16,Shanuzi,283.0,0.0,0,284,-,-,-,-,-,-
2023-02-17,Shanuzi,281.0,0.0,0,28,2,-,-,-,-,-
2023-02-18,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-02-19,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-02-20,Shanuzi,279.0,27.0,28,-,252,22,6,-,-,-
2023-02-21,Shanuzi,412.0,128.0,128,284,-,128,-,-,-,-
2023-02-22,Shanuzi,519.0,24.0,24,398,98,-,24,-,-,-
2023-02-23,Shanuzi,77.0,39.0,40,64,128,40,-,-,-,-
2023-02-24,Shanuzi,826.0,36.0,36,56,24,36,-,-,-,-
2023-02-25,Shanuzi,963.0,36.0,36,56,368,36,-,-,-,-
2023-02-26,Shanuzi,657.0,226.0,226,56,376,180,48,-,-,-
2023-02-27,Shanuzi,482.0,471.0,472,-,12,294,114,63,-,-
2023-02-28,Shanuzi,522.0,255.0,256,268,-,-,160,69,28,-
2023-03-01,Shanuzi,494.0,27.0,28,326,142,-,-,18,6,4
2023-03-02,Shanuzi,383.0,37.0,38,252,96,38,-,-,-,-
2023-03-03,Shanuzi,438.0,46.0,46,256,138,46,-,-,-,-
2023-03-04,Shanuzi,947.0,209.0,210,456,284,156,54,-,-,-
2023-03-05,Shanuzi,523.0,236.0,236,-,288,188,50,-,-,-
2023-03-06,Shanuzi,523.0,521.0,522,-,2,176,314,31,-,-
2023-03-07,Shanuzi,472.0,388.0,388,84,-,2,212,168,6,-
2023-03-08,Shanuzi,443.0,195.0,196,190,60,-,-,152,44,-
2023-03-09,Shanuzi,425.0,54.0,54,30,82,30,-,-,24,2
2023-03-10,Shanuzi,588.0,35.0,36,372,182,36,-,-,-,-
2023-03-11,Shanuzi,67.0,233.0,234,264,174,234,-,-,-,-
2023-03-12,Shanuzi,638.0,125.0,126,190,324,76,50,-,-,-
2023-03-13,Shanuzi,55.0,291.0,292,-,260,120,134,38,-,-
2023-03-14,Shanuzi,481.0,189.0,190,292,-,134,48,7,-,-
2023-03-15,Shanuzi,476.0,35.0,36,296,146,-,36,-,-,-
2023-03-16,Shanuzi,529.0,25.0,26,354,16,22,-,4,-,-
2023-03-17,Shanuzi,456.0,0.0,0,346,12,-,-,-,-,-
2023-03-18,Shanuzi,61.0,38.0,38,346,226,38,-,-,-,-
2023-03-19,Shanuzi,463.0,87.0,88,232,146,88,-,-,-,-
2023-03-20,Shanuzi,413.0,77.0,78,22,136,78,-,-,-,-
2023-03-21,Shanuzi,413.0,212.0,212,-,22,136,78,-,-,-
2023-03-22,Shanuzi,318.0,318.0,318,-,-,-,-,248,58,14
2023-03-23,Shanuzi,164.0,34.0,34,94,-,-,-,27,4,4
2023-03-24,Shanuzi,23.0,33.0,34,132,40,-,-,-,-,34
2023-03-25,Shanuzi,88.0,0.0,0,88,-,-,-,-,-,-
2023-03-26,Shanuzi,88.0,0.0,0,88,-,-,-,-,-,-
2023-03-27,Shanuzi,39.0,3.0,4,10,28,4,-,-,-,-
2023-03-28,Shanuzi,58.0,2.0,2,56,-,2,-,-,-,-
2023-03-29,Shanuzi,235.0,0.0,0,218,18,-,-,-,-,-
2023-03-30,Shanuzi,184.0,0.0,0,162,22,-,-,-,-,-
2023-03-31,Shanuzi,245.0,3.0,4,226,18,4,-,-,-,-
2023-04-01,Shanuzi,175.0,0.0,0,162,14,-,-,-,-,-
2023-04-02,Shanuzi,72.0,0.0,0,8,2,-,-,-,-,-
2023-04-03,Shanuzi,31.0,2.0,2,-,30,2,-,-,-,-
2023-04-04,Shanuzi,62.0,5.0,6,58,-,6,-,-,-,-
2023-04-05,Shanuzi,165.0,0.0,0,142,24,-,-,-,-,-
2023-04-06,Shanuzi,117.0,0.0,0,12,16,-,-,-,-,-
2023-04-07,Shanuzi,89.0,0.0,0,90,-,-,-,-,-,-
2023-04-08,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-04-09,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-04-10,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-04-11,Shanuzi,45.0,0.0,0,46,-,-,-,-,-,-
2023-04-12,Shanuzi,141.0,0.0,0,128,14,-,-,-,-,-
2023-04-13,Shanuzi,22.0,1.0,2,188,14,2,-,-,-,-
2023-04-14,Shanuzi,476.0,31.0,32,42,44,32,-,-,-,-
2023-04-15,Shanuzi,62.0,56.0,56,358,190,44,14,-,-,-
2023-04-16,Shanuzi,453.0,17.0,18,218,220,8,10,-,-,-
2023-04-17,Shanuzi,272.0,97.0,98,-,176,88,-,9,-,-
2023-04-18,Shanuzi,166.0,29.0,30,138,-,26,-,3,-,-
2023-04-19,Shanuzi,195.0,0.0,0,178,18,-,-,-,-,-
2023-04-20,Shanuzi,16.0,8.0,8,152,-,8,-,-,-,-
2023-04-21,Shanuzi,137.0,0.0,0,126,12,-,-,-,-,-
2023-04-22,Shanuzi,145.0,0.0,0,136,2,-,-,-,-,-
2023-04-23,Shanuzi,183.0,0.0,0,168,16,-,-,-,-,-
2023-04-24,Shanuzi,81.0,14.0,14,-,68,14,-,-,-,-
2023-04-25,Shanuzi,79.0,0.0,0,80,-,-,-,-,-,-
2023-04-26,Shanuzi,126.0,0.0,0,118,8,-,-,-,-,-
2023-04-27,Shanuzi,97.0,3.0,4,88,6,4,-,-,-,-
2023-04-28,Shanuzi,141.0,0.0,0,136,6,-,-,-,-,-
2023-04-29,Shanuzi,63.0,0.0,0,64,-,-,-,-,-,-
2023-04-30,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-05-01,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-05-02,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-05-03,Shanuzi,21.0,0.0,0,22,-,-,-,-,-,-
2023-05-04,Shanuzi,13.0,0.0,0,14,-,-,-,-,-,-
2023-05-05,Shanuzi,133.0,0.0,0,132,2,-,-,-,-,-
2023-05-06,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-05-07,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-05-08,Shanuzi,216.0,30.0,30,-,186,28,2,-,-,-
2023-05-09,Shanuzi,27.0,19.0,20,188,-,14,6,-,-,-
2023-05-10,Shanuzi,193.0,1.0,2,162,22,-,2,-,-,-
2023-05-11,Shanuzi,14.0,7.0,8,92,6,8,-,-,-,-
2023-05-12,Shanuzi,7.0,0.0,0,8,-,-,-,-,-,-
2023-05-13,Shanuzi,79.0,0.0,0,80,-,-,-,-,-,-
2023-05-14,Shanuzi,133.0,0.0,0,124,10,-,-,-,-,-
2023-05-15,Shanuzi,76.0,9.0,10,-,68,10,-,-,-,-
2023-05-16,Shanuzi,39.0,0.0,0,40,-,-,-,-,-,-
2023-05-17,Shanuzi,45.0,0.0,0,46,-,-,-,-,-,-
2023-05-18,Shanuzi,55.0,0.0,0,56,-,-,-,-,-,-
2023-05-19,Shanuzi,29.0,0.0,0,30,-,-,-,-,-,-
2023-05-20,Shanuzi,37.0,0.0,0,26,12,-,-,-,-,-
2023-05-21,Shanuzi,66.0,0.0,0,58,8,-,-,-,-,-
2023-05-22,Shanuzi,49.0,8.0,8,-,42,8,-,-,-,-
2023-05-23,Shanuzi,84.0,0.0,0,84,-,-,-,-,-,-
2023-05-24,Shanuzi,22.0,0.0,0,22,-,-,-,-,-,-
2023-05-25,Shanuzi,315.0,0.0,0,248,68,-,-,-,-,-
2023-05-26,Shanuzi,366.0,6.0,6,262,100,6,-,-,-,-
2023-05-27,Shanuzi,33.0,67.0,68,138,100,68,-,-,-,-
2023-05-28,Shanuzi,295.0,100.0,100,114,82,68,34,-,-,-
2023-05-29,Shanuzi,133.0,4.0,4,-,112,2,-,2,-,-
2023-05-30,Shanuzi,137.0,0.0,0,138,-,-,-,-,-,-
2023-05-31,Shanuzi,127.0,0.0,0,122,6,-,-,-,-,-
2023-06-01,Shanuzi,126.0,0.0,0,126,-,-,-,-,-,-
2023-06-02,Shanuzi,117.0,0.0,0,112,6,-,-,-,-,-
2023-06-03,Shanuzi,87.0,4.0,4,72,12,4,-,-,-,-
2023-06-04,Shanuzi,67.0,6.0,6,50,12,6,-,-,-,-
2023-06-05,Shanuzi,67.0,18.0,18,-,50,12,6,-,-,-
2023-06-06,Shanuzi,23.0,0.0,0,24,-,-,-,-,-,-
2023-06-07,Shanuzi,9.0,0.0,0,10,-,-,-,-,-,-
2023-06-08,Shanuzi,11.0,0.0,0,98,4,-,-,-,-,-
2023-06-09,Shanuzi,135.0,0.0,0,132,4,-,-,-,-,-
2023-06-10,Shanuzi,156.0,0.0,0,112,46,-,-,-,-,-
2023-06-11,Shanuzi,19.0,2.0,2,10,18,2,-,-,-,-
2023-06-12,Shanuzi,12.0,22.0,22,-,8,20,4,-,-,-
2023-06-13,Shanuzi,14.0,2.0,2,138,-,2,-,-,-,-
2023-06-14,Shanuzi,165.0,0.0,0,152,14,-,-,-,-,-
2023-06-15,Shanuzi,182.0,0.0,0,16,22,-,-,-,-,-
2023-06-16,Shanuzi,138.0,0.0,0,134,4,-,-,-,-,-
2023-06-17,Shanuzi,136.0,0.0,0,122,14,-,-,-,-,-
2023-06-18,Shanuzi,134.0,14.0,14,84,38,14,-,-,-,-
2023-06-19,Shanuzi,112.0,6.0,6,-,80,4,4,-,-,-
2023-06-20,Shanuzi,59.0,3.0,4,56,-,4,-,-,-,-
2023-06-21,Shanuzi,54.0,0.0,0,54,-,-,-,-,-,-
2023-06-22,Shanuzi,83.0,0.0,0,84,-,-,-,-,-,-
2023-06-23,Shanuzi,116.0,0.0,0,98,20,-,-,-,-,-
2023-06-24,Shanuzi,243.0,0.0,0,172,72,-,-,-,-,-
2023-06-25,Shanuzi,171.0,0.0,0,136,36,-,-,-,-,-
2023-06-26,Shanuzi,171.0,35.0,36,-,136,36,-,-,-,-
2023-06-27,Shanuzi,185.0,11.0,12,174,-,12,-,-,-,-
2023-06-28,Shanuzi,129.0,0.0,0,122,8,-,-,-,-,-
2023-06-29,Shanuzi,84.0,2.0,2,76,8,2,-,-,-,-
2023-06-30,Shanuzi,17.0,0.0,0,18,-,-,-,-,-,-
2023-07-01,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-07-02,Shanuzi,0.0,0.0,0,-,-,-,-,-,-,-
2023-07-03,Shanuzi,18.0,0.0,0,18,-,-,-,-,-,-
2023-07-04,Shanuzi,51.0,0.0,0,52,-,-,-,-,-,-
